Poz20167;Poz2016;Firma;PKD;Przychody;WynikNett;siedziba;coord;NEIGHBORHOOD;teryt;nazwa
1223;1126;Schumacher Packaging sp. z o.o. Miękinia;1721;288669;8470;Miękinia, PL;50.147274 19.62482;PL,PL;1203;chrzanowski
1224;1171;Hjort Knudsen Polen sp. z o.o., Wysoka;3109;288475;5031;Wysoka, PL;51.765638 19.478042;PL,PL;1006;łódzki wschodni
1225;1109;Libet SA GK, Wrocław;2361;288206;-21299;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1226;1884;Fundamental Group SA,, Warszawa;4120;288011;3157;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1227;1227;ASK Poland sp. z o.o., Bielsko-Biała;2932;287166;6854;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1228;1317;CAT LC Polska sp. z o.o., Duchnice;5229;286544;2477;Duchnice, PL;52.199655 20.7984;PL,PL;1421;pruszkowski
1229;1293;Trenkwalder & Partner sp. z o.o., Skierniewice;7820;286504;1336;Skierniewice, PL;51.956858 20.143004;PL,PL;1063;m.Skierniewice
1230;1297;Final SA, Dąbrowa Górnicza;2550;285590;13288;Dąbrowa Górnicza, PL;50.330981 19.196328;Górnicza,;2401;będziński
1231;1201;CSF Poland sp. z o.o., Częstochowa;2219;285383;2398;Częstochowa, PL;50.812047 19.113213;PL,PL;2406;kłobucki
1232;1292;Polmotors sp. z o.o., Mazańcowice;2932;285009;10793;Mazańcowice, PL;49.859745 18.990774;PL,PL;2461;m.Bielsko-Biała
1233;1323;LS Airport Services SA, Warszawa;5223;284831;22648;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1234;1100;Greiner Packaging sp. z o.o., Teresin;2222;284813;23919;Teresin, PL;50.994007 23.696446;PL,PL;0604;hrubieszowski
1235;1144;Bart sp. z o.o., Świecie;1721;284350;8631;Świecie, PL;53.407252 18.445525;PL,PL;0414;świecki
1236;1136;Lobo sp. z o.o., Kraków;4639;284189;712;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1237;925;Woodward Poland sp. z o.o., Niepołomice;3320;284185;16465;Niepołomice, PL;50.033182 20.216801;PL,PL;1206;krakowski
1238;1321;British Automotive Centrum sp. z o.o., Warszawa;4511;284040;9630;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1239;1163;Ziaja Ltd. ZPL sp. z o.o., Gdańsk;2042;283970;52074;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1240;1229;Ice-Full sp. z o.o., Tomaszów Mazowiecki;4634;283852;1895;Tomaszów Mazowiecki, PL;51.531692 20.00842;Mazowiecki,;1016;tomaszowski(mazowieckie)
1241;1463;Constract Export-Import sp. z o.o., Wałdyki;3109;283568;19038;Wałdyki, PL;53.549312 19.834916;PL,PL;2812;nowomiejski
1242;1123;Raw-Pol Eksport-Import, Rawa Mazowiecka;4641;283493;67227;Rawa Mazowiecka, PL;51.762493 20.251929;Mazowiecka,;1016;tomaszowski(mazowieckie)
1243;1081;Polwax sp. z o.o., Jasło;1920;283465;17211;Jasło, PL;49.747047 21.474314;PL,PL;1805;jasielski
1244;1194;Fuji Seal Poland sp. z o.o., Kutno;2222;283258;-2113;Kutno, PL;52.231756 19.357018;PL,PL;1002;kutnowski
1245;1195;Nowa Elektro sp. z o.o., Sady;4690;282612;2624;Sady, PL;52.439255 22.704259;PL,PL;2010;siemiatycki
1246;1110;Eaton Electric sp. z o.o., Gdańsk;4652;282450;13420;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1247;1435;Lowara Vogel Polska sp. z o.o., Strzelin;2711;282433;8644;Strzelin, PL;50.780728 17.069683;PL,PL;0217;strzeliński
1248;1318;Zakłady Mięsne Łuniewscy, Klukowo;1011;281599;18988;Klukowo, PL;52.776871 22.507117;PL,PL;2013;wysokomazowiecki
1249;1161;PHU Jagr, Warlubie;1051;281550;-2367;Warlubie, PL;53.587637 18.627485;PL,PL;0414;świecki
1250;1305;Drukarnia Dako sp.j., Lubartów;1812;281028;25669;Lubartów, PL;51.466047 22.60529;PL,PL;0608;lubartowski
1251;1200;S.E.R. Solutions Polska sp. z o.o., Warszawa;5248;280979;10814;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1252;1240;Sika Poland sp. z o.o., Warszawa;4675;280414;-292;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1253;1221;Big Star Limited sp. z o.o., Kalisz;4771;280004;6414;Kalisz, PL;51.757765 18.083346;PL,PL;3061;m.Kalisz
1254;1279;Nordan sp. z o.o., Wolsztyn;1623;279858;19750;Wolsztyn, PL;52.11725 16.112662;PL,PL;3005;grodziski(wielkopolskie)
1256;1285;Securitas Polska sp. z o.o. GK, Warszawa;8020;279214;2515;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1257;1437;QFG sp. z o.o., Pionki;1013;279203;-4788;Pionki, PL;51.473003 21.44384;PL,PL;1436;zwoleński
1258;1119;Alcon Polska sp. z o.o., Warszawa;4646;279101;7846;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1259;1260;Resinex Poland sp. z o.o., Warszawa;4675;278870;4396;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1260;1132;Luvena SA, Luboń;2015;278630;551;Luboń, PL;54.02626 17.49221;PL,PL;2201;bytowski
1261;1263;First Data Polska SA, Warszawa;6619;278417;42427;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1262;1287;Grupa Delta Trans sp. z o.o., Świętochłowice;4941;278140;b.d.;Świętochłowice, PL;50.290706 18.921403;PL,PL;2463;m.Chorzów
1263;1120;KPEC sp. z o.o., Bydgoszcz;3530;278078;3060;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
1264;750;Krakchemia SA, Kraków;4675;277960;-8367;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1265;1239;Röben Polska sp. z o.o., Środa Śląska;2332;277569;39012;Środa Śląska, PL;51.163897 16.594269;Śląska,;0218;średzki(śląskie)
1266;1283;Trumpf Polska sp. z o.o. sp.k., Warszawa;4614;277557;16319;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1267;1262;ZM Ropczyce SA GK, Ropczyce;2320;277044;11397;Ropczyce, PL;50.052861 21.611632;PL,PL;1815;ropczycko-sędziszowski
1268;1185;Winkhaus Polska sp. z o.o., Rydzyna;4673;277006;6848;Rydzyna, PL;51.78637 16.667319;PL,PL;0204;górowski
1269;1353;Inter Car II sp. z o.o., Zabrze;4511;276247;5236;Zabrze, PL;50.307027 18.785477;PL,PL;2478;m.Zabrze
1270;;Grazmat sp. z o.o. sp.k., Garwolin;4623;275992;2394;Garwolin, PL;51.897556 21.614949;PL,PL;1403;garwoliński
1271;1121;Grupa Wistil SA, Kalisz;1320;275838;11936;Kalisz, PL;51.757765 18.083346;PL,PL;3061;m.Kalisz
1272;1354;CFE Polska sp. z o.o., Warszawa;4120;275704;15487;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1273;1499;Grupa Inwestycyjna Hossa SA, Gdynia;4110;275553;64435;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
1274;1399;GADUS sp. z o.o., Gdynia;1020;274915;6839;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
1275;1186;Venezia sp.j., Warszawa;4772;273871;4871;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1276;1231;X-Trade Brokers DM SA, Warszawa;6712;273645;92973;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1277;1133;Górnośląskie Przeds. Wodociągów SA, Katowice;3600;272914;15496;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1278;1064;Agro Sieć sp. z o.o., Chełmno;4675;272782;251;Chełmno, PL;53.349392 18.423547;PL,PL;0414;świecki
1279;1479;Paneltech sp. z o.o., Chorzów;2223;271919;18826;Chorzów, PL;50.297879 18.954447;PL,PL;2463;m.Chorzów
1280;1303;W. Kruk SA, Kraków;4777;271241;25909;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1281;1198;INEA SA, Poznań;6020;270868;-8536;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1282;1324;Cortland sp. z o.o., Poznań;4778;270677;11758;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1283;1460;PPM Firma Marcinkowscy sp. z o.o., Zbęchy Pole;1011;270634;1079;Zbęchy Pole, PL;51.986873 16.906942;Pole,;3026;śremski
1284;1196;VOS Logistics Polska sp. z o.o., Warszawa;4941;270574;-2622;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1285;1145;FŁT Kraśnik SA, Kraśnik;2815;270507;3286;Kraśnik, PL;50.924924 22.229206;PL,PL;0607;kraśnicki
1286;963;Rockfin sp. z o.o., Małkowo;2829;269948;4243;Małkowo, PL;54.371083 18.332888;PL,PL;2205;kartuski
1287;1291;Fortuna sp. z o.o., Warszawa;1032;269692;-5517;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1288;1222;IBM BTO Business Consulting Services sp. z o.o., Kraków;6920;268990;11252;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1289;1386;Bialchem Group, Białystok;4671;268972;13515;Białystok, PL;53.132398 23.159168;PL,PL;2002;białostocki
1290;1298;Star Gres sp. z o.o., Końskie;2331;268745;10265;Końskie, PL;51.19382 20.40938;PL,PL;2605;konecki
1291;1336;Aliplast sp. z o.o., Lublin;2442;268643;40697;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
1292;1254;OSDW Azymut sp. z o.o., Warszawa;4690;267541;-1034;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1293;1111;Zakłady Tłuszczowe Bielmar sp. z o.o., Bielsko-Biała;1042;267222;7533;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1294;1342;Johnson Controls Akumulatory sp. z o.o., Katowice;4531;267046;14229;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1295;1252;Bulten Polska SA, Bielsko-Biała;2594;267014;7075;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1296;1192;Grupa Inco SA GK, Warszawa;2041;266738;19126;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1297;1250;Sirmax Polska sp. z o.o., Kutno;2016;266478;38045;Kutno, PL;52.231756 19.357018;PL,PL;1002;kutnowski
1298;1302;Polska Żegluga Bałtycka SA, Kołobrzeg;5010;266218;3996;Kołobrzeg, PL;54.175961 15.576421;PL,PL;3208;kołobrzeski
1299;1197;Saur Neptun Gdańsk SA, Gdańsk;3600;266162;13355;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1300;1833;Pomorskie Przeds. Mechaniczno-Torowe, Gdańsk;4212;265412;12485;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1301;1267;Senetic sp. z o.o., Katowice;4652;265367;1917;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1302;1129;Maco Productions Polonia sp. z o.o., Wrocław;2442;265226;3036;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1303;1595;Wolw Pol sp. z o.o., Warszawa;4771;264624;12304;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1304;1213;Constantia Teich Poland sp. z o.o., Kleszczów;2222;264353;38585;Kleszczów, PL;51.22165 19.30628;PL,PL;1001;bełchatowski
1305;1224;PBDiM sp. z o.o., Kobylarnia;4211;263622;4228;Kobylarnia, PL;49.676442 21.358577;PL,PL;1805;jasielski
1306;1513;Cofresco Poland Manuf. sp. z o.o. sp.k., Brodnica;2222;263557;6523;Brodnica, PL;53.25811 19.399433;PL,PL;0402;brodnicki
1307;1394;Clico sp. z o.o., Kraków;6201;263473;5377;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1308;1095;IKO Kompania Drobiarska sp. z o.o., Augustowo;1012;263157;1750;Augustowo, PL;53.324298 19.575858;PL,PL;2812;nowomiejski
1309;1073;Rovita SA, Niedomice;4639;262942;1563;Niedomice, PL;50.109828 20.894002;PL,PL;1204;dąbrowski
1310;1334;Przedsiębiorstwo Euro-Kas sp. z o.o., Katowice;4511;262940;2706;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1311;1458;Kalter sp. z o.o., Białystok;4120;262870;3554;Białystok, PL;53.132398 23.159168;PL,PL;2002;białostocki
1312;1207;Grupa Rolnik, Mikołów;4639;262497;12206;Mikołów, PL;50.169181 18.904424;PL,PL;2408;mikołowski
1313;594;Qumak SA GK, Warszawa;4690;262091;-75206;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1314;1268;AIC SA, Gdynia;2821;261246;46442;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
1315;928;HB Reavis Construction PL sp. z o.o., Warszawa;4110;260991;12388;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1316;1082;Emerson Process Management sp. z o.o., Warszawa;4669;260898;981;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1317;1219;PW Lechpol sp. z o.o., Szubin;4621;260741;2475;Szubin, PL;53.01175 17.74394;PL,PL;0410;nakielski
1318;1938;Immobile SA, Bydgoszcz;4525;260482;6200;Bydgoszcz, PL;53.121965 18.000253;PL,PL;0461;m.Bydgoszcz
1319;1411;Neoprofil sp.j., Bielsko-Biała;2433;260316;19400;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1320;1523;Okręgowa Spółdzielnia Mleczarska, Bieruń;1051;260312;18187;Bieruń, PL;50.093192 19.091826;PL,PL;2410;pszczyński
1321;1618;Becker-Warkop sp. z o.o., Świerklany;2892;260250;1907;Świerklany, PL;50.028971 18.579048;PL,PL;2415;wodzisławski
1322;1319;PCF Procefar sp. z o.o., Wrocław;4646;260193;2049;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1323;1188;Kreisel Technika Budowlana sp. z o.o. GK, Poznań;2052;260171;15498;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1324;1216;Aquila Radomsko sp. z o.o., Radomsko;1721;259801;18447;Radomsko, PL;51.067793 19.4447;PL,PL;1012;radomszczański
1325;;Prosperplast 1 sp. z o.o., Rybarzowice;2222;259040;4489;Rybarzowice, PL;49.730031 19.095857;PL,PL;2417;żywiecki
1326;1507;Citronex Mop sp. z o.o. sp.k., Zgorzelec;5510;258764;5044;Zgorzelec, PL;51.1477 15.007903;PL,PL;0225;zgorzelecki
1327;1315;DWS Draexlmaier sp. z o.o., Jelenia Góra;2932;258763;8144;Jelenia Góra, PL;50.903103 15.734431;Góra,;0212;lwówecki
1328;1278;Hörmann Polska sp. z o.o., Komorniki;4673;258718;1299;Komorniki, PL;51.717222 19.492778;PL,PL;1006;łódzki wschodni
1329;939;Ursus SA, Lublin;2830;258611;-4266;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
1330;1606;Adama Manufacturing Poland SA, Brzeg Dolny;2020;258513;12092;Brzeg Dolny, PL;51.267123 16.722741;Dolny,;0222;wołowski
1331;1807;PBE Elbud sp. z o.o., Katowice;4222;258461;3468;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1333;1290;Donauchem Polska sp. z o.o., Poznań;4675;257788;8969;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1334;1357;PCO SA, Warszawa;2651;257783;27508;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1335;1309;Schindler Polska sp. z o.o., Warszawa;4329;257439;12457;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1336;1169;Lajkonik Snacks sp. z o.o., Skawina;1072;256950;25935;Skawina, PL;49.974751 19.82657;PL,PL;1206;krakowski
1337;1598;Inoutic Deceuninck sp. z o.o., Jasin;2223;256733;553;Jasin, PL;51.772203 19.5278;PL,PL;1006;łódzki wschodni
1338;1325;Eurobox Polska sp. z o.o., Ujazd;1721;256728;5910;Ujazd, PL;51.715523 19.465674;PL,PL;1008;pabianicki
1339;1304;C.M.C. sp. z o.o., Andrychów;1624;256471;6330;Andrychów, PL;49.855579 19.343676;PL,PL;1213;oświęcimski
1340;1420;Zakład Przetwórstwa Mleka Mlecz sp. z o.o., Wolsztyn;1051;256329;41;Wolsztyn, PL;52.11725 16.112662;PL,PL;3005;grodziski(wielkopolskie)
1342;1565;P.A. Nova SA GK, Gliwice;4110;255346;25024;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
1343;1312;Besta PB sp. z o.o., Rzeszów;4120;255108;10029;Rzeszów, PL;50.037453 22.004717;PL,PL;1863;m.Rzeszów
1344;1365;Boltech sp. z o.o., Bukowno;2443;254944;3100;Bukowno, PL;50.269778 19.463813;PL,PL;1212;olkuski
1346;1218;Gdańsk Transport Company SA, Sopot;4211;253717;177232;Sopot, PL;54.444667 18.568587;PL,PL;2264;m.Sopot
1347;1241;Dupont Poland sp. z o.o., Warszawa;4690;253343;16538;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1348;1484;Extral sp. z o.o., Żory;2550;253232;22062;Żory, PL;50.045496 18.694348;PL,PL;2410;pszczyński
1349;1000;Amgen sp. z o.o., Warszawa;4646;253188;3757;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1350;1143;Hodowla i Ubój Indyka Biodama sp. z o.o., Sława;1012;253009;17285;Sława, PL;51.8807 16.07025;PL,PL;0812;wschowski
1351;1258;Brammer SA, Kolbuszowa;4690;252648;244;Kolbuszowa, PL;50.243328 21.775456;PL,PL;1806;kolbuszowski
1352;;Praxis Invent sp. z o.o. sp.k., Warszawa;4666;252485;202;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1353;1316;Kross SA, Przasnysz;3092;252392;16002;Przasnysz, PL;53.019022 20.880403;PL,PL;1402;ciechanowski
1354;1256;Bischof + Klein Polska GMBH sp.k., Walce;2222;252290;14063;Walce, PL;50.371591 18.004794;PL,PL;1603;kędzierzyńsko-kozielski
1355;1220;Gedeon Richter Polska sp. z o.o.,Grodzisk Mazowiecki;2120;252051;28685;Grodzisk Mazowiecki, PL;52.106622 20.631344;Mazowiecki,;1405;grodziski(mazowieckie)
1356;1387;PUH Zdunek sp. z o.o., Gdańsk;4511;251915;2421;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1357;1183;CBRE Corporate Outsourcing sp. z o.o., Warszawa;6832;251503;18576;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1358;1289;Gdańskie Autobusy i Tramwaje sp. z o.o., Gdańsk;4931;251479;4549;Gdańsk, PL;54.347628 18.645203;PL,PL;2261;m.Gdańsk
1360;1238;Yes Biżuteria sp. z o.o., Poznań;3212;251239;19189;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1361;1204;Polfarmex SA, Kutno;2120;251229;25412;Kutno, PL;52.231756 19.357018;PL,PL;1002;kutnowski
1362;1284;Calz Polska sp. z o.o., Warszawa;4771;251204;9162;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1363;1393;Tyco Electronics Polska sp. z o.o., Warszawa;2611;251097;15138;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1364;1966;PKPE Holding sp. z o.o., Warszawa;7022;251094;232994;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1365;1433;Imso sp. z o.o., Koszalin;4671;251076;4071;Koszalin, PL;54.19092 16.17707;PL,PL;3261;m.Koszalin
1366;1245;Garmond Press SA, Kraków;4649;250671;2708;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1367;1255;Lubelskie PEC sp. z o.o., Lublin;3530;250516;12903;Lublin, PL;51.231292 22.568964;PL,PL;0609;lubelski
1368;1414;Vizeum Polska sp. z o.o., Warszawa;7311;250260;3264;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1369;1141;ZCh Siarkopol sp. z o.o., Tarnobrzeg;2015;249949;26836;Tarnobrzeg, PL;50.571876 21.67852;PL,PL;1864;m.Tarnobrzeg
1370;1545;PF Lek Am sp. z o.o., Zakroczym;2120;249765;8242;Zakroczym, PL;52.433353 20.611677;PL,PL;1420;płoński
1371;1326;Dobrowolscy sp. z o.o., Wadowice;1011;249405;1588;Wadowice, PL;49.883448 19.492535;PL,PL;1213;oświęcimski
1372;1390;Advatech sp. z o.o., Wrocław;6202;249300;b.d.;Wrocław, PL;51.108978 17.032669;PL,PL;0223;wrocławski
1373;1432;Solid Logistics sp. z o.o., Warszawa;5229;249235;4452;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1374;1382;Zakłady Kablowe Bitner sp. z o.o., Kraków;2732;248910;b.d.;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1375;1069;Bomadek sp. z o.o., Trzebiechów;1012;248748;-3304;Trzebiechów, PL;52.017793 15.729144;PL,PL;0804;nowosolski
1376;1419;Odyssey sp. z o.o., Warszawa;4511;248734;3923;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1377;1464;Korporacja KGL SA, Izabelin;2222;248416;5886;Izabelin, PL;50.224444 22.660833;PL,PL;1808;leżajski
1378;1165;ZPC Mieszko SA GK, Warszawa;1082;248198;-8517;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1379;1373;JBG 2 sp. z o.o., Warszowice;2825;248173;20291;Warszowice, PL;49.99281 18.71899;PL,PL;2410;pszczyński
1380;1296;Sanpol sp. z o.o., Poznań;4673;247981;-544;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1381;1402;Carat Polska sp. z o.o., Warszawa;7312;247965;4742;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1382;1341;Medana Pharma SA, Sieradz;2120;247861;3689;Sieradz, PL;51.598008 18.739202;PL,PL;1014;sieradzki
1383;;Elewarr sp. z o.o., Warszawa;4621;247841;3468;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1384;1322;Monnari Trade SA GK, Łódź;4771;247441;21728;Łódź, PL;51.768732 19.456991;PL,PL;1008;pabianicki
1385;1422;Wasko SA GK, Gliwice;6201;247425;9500;Gliwice, PL;50.294113 18.665731;PL,PL;2405;gliwicki
1386;1266;Norma Polska sp. z o.o., Pilica;2229;247250;27022;Pilica, PL;51.25086 19.925115;PL,PL;1007;opoczyński
1387;1151;Stopol sp. z o.o. s.k., Malbork;4635;247209;32;Malbork, PL;54.035936 19.034882;PL,PL;2209;malborski
1388;1355;Elfeko SA, Gdynia;4222;246353;19606;Gdynia, PL;54.451129 18.323977;PL,PL;2205;kartuski
1390;1295;Abbott Laboratories Poland sp. z o.o., Warszawa;4646;245732;3966;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1391;1270;Sindbad sp. z o.o, Opole;4939;245704;118;Opole, PL;50.666818 17.923641;PL,PL;1661;m.Opole
1393;1272;Neckermann Polska BP sp. z o.o., Warszawa;7911;244970;-1070;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1394;1721;Fermy Drobiu Mizgier sp.j., Środa Wielkopolska;4633;244818;29311;Środa Wielkopolska, PL;52.228427 17.277827;Wielkopolska,;3025;średzki(wielkopolskie)
1395;1248;Almark sp. z o.o. sp.k., Leszno;4635;244520;1292;Leszno, PL;51.84365 16.574414;PL,PL;3063;m.Leszno
1396;1037;Przemeks PW, Poznań;4619;243773;268;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1397;1400;Regesta SA, Pińczów;4941;243717;2772;Pińczów, PL;50.520193 20.525624;PL,PL;2608;pińczowski
1398;1269;Thai Union Poland sp. z o.o., Strzebielinko;1020;243706;7575;Strzebielinko, PL;54.72955 18.03517;PL,PL;2215;wejherowski
1399;1356;Maxstal sp. z o.o., Kraków;4672;243517;12649;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1400;1679;Bielmlek SM, Bielsk Podlaski;1051;243508;2295;Bielsk Podlaski, PL;52.768756 23.192562;Podlaski,;2003;bielski(podlaskie)
1401;1461;Harper Hygienics SA GK, Warszawa;1392;243502;-6684;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1402;;Iglotex Kraków sp. z o.o., Kraków;4639;243257;-18143;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1403;1817;Komputronik Biznes sp. z o.o., Poznań;6202;243030;825;Poznań, PL;52.440615 16.91905;PL,PL;3064;m.Poznań
1404;1147;Liugong Dressta Machinery sp. z o.o., Stalowa Wola;2892;242454;-47667;Stalowa Wola, PL;50.568985 22.064467;Wola,;1818;stalowowolski
1405;1306;TZF Polfa SA, Warszawa;2120;242446;-873;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1406;1370;Viessmann Technika Grzewcza sp. z o.o., Legnica;2521;242384;39069;Legnica, PL;51.208209 16.160228;PL,PL;0209;legnicki
1407;1097;Ulenberg sp. z o.o., Główczyce;161;242328;3443;Główczyce, PL;50.731934 18.528848;PL,PL;1608;oleski
1408;1282;PHU Trafika sp.j., Siedlce;4690;242142;1127;Siedlce, PL;52.166375 22.276514;PL,PL;1464;m.Siedlce
1409;1462;Cemet SA, Warszawa;4910;241776;b.d.;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1410;1702;Colas Polska sp. z o.o., Palędzie;4211;241706;7667;Palędzie, PL;52.376667 16.696111;PL,PL;3024;szamotulski
1411;;Marmite sp. z o.o., Zakrzewo;2223;241583;21779;Zakrzewo, PL;53.44782 22.33507;PL,PL;2004;grajewski
1412;1345;Greek Trade sp. z o.o., Kraków;4631;241521;9343;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1413;1404;MM Cars sp. z o.o., Katowice;4511;241504;1659;Katowice, PL;50.259899 19.021585;PL,PL;2469;m.Katowice
1414;1257;Bresse Pol sp. z o.o., Toruń;4711;241275;1236;Toruń, PL;53.021067 18.618612;PL,PL;0415;toruński
1415;1332;Groupm sp. z o.o., Warszawa;7311;241034;20765;Warszawa, PL;52.231924 21.006727;PL,PL;1465;m.Warszawa
1416;1440;Sobik ZP sp. z o.o., Bielsko-Biała;1051;240949;5803;Bielsko-Biała, PL;49.822118 19.044894;PL,PL;2461;m.Bielsko-Biała
1417;1931;Scanmed SA, Kraków;8610;240166;-118059;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1418;1528;S4E SA, Kraków;4651;239628;-791;Kraków, PL;50.064529 19.983206;PL,PL;1206;krakowski
1419;1475;Alwernia SA, Alwernia;2013;239218;5376;Alwernia, PL;50.069043 19.539674;PL,PL;1203;chrzanowski
